"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
327134,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Cant suppress raw types warning in a pointcut","2011-04-28 11:37:04"
28921,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Verify error on non-Throwable in declare soft 1.1b2","2003-01-07 16:08:31"
51296,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","Inaccurate description of Inter-type declarations","2004-03-19 09:48:39"
195659,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","java.lang.ClassCastException at org.aspectj.weaver.World.resolveGenericWildcardFor(World.java:461)","2008-03-17 13:03:53"
94167,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","NPE in reflect implementation","2005-06-14 12:07:10"
118781,"AspectJ","Compiler","aclement","RESOLVED","FIXED","[waiting-on-build]VerifyError in AspectJ","2006-05-10 10:54:44"
149321,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","Update of readme-writing-compiler-tests","2012-04-03 15:27:02"
407494,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","ClassNotFoundException if classname contains multiple dollar character","2013-06-14 13:56:17"
124824,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","IlegalAccessError from separate compilation","2007-12-05 09:45:46"
317743,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","import handling and type lookup issues","2013-12-20 02:59:47"
468351,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","matching of generated classes is failing","2015-05-26 12:19:59"
82340,"AspectJ","AJDoc","mik.kersten","RESOLVED","FIXED","Visibility selector ignored for pointcuts","2005-01-13 10:42:59"
135052,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","AJDT crashes during compilation","2006-04-27 06:12:26"
262288,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[incremental] Autobuild fails with NullPointerException at  org.aspectj.ajde.core.internal.AjdeCoreBuildManager.performBuild","2009-01-30 00:49:17"
340231,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","In AspectJ CVS, some files are not tagged with V1_6_12","2011-11-23 12:52:17"
90964,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","BCException when type pattern incorrectly used in a 'this' statement","2005-08-19 15:50:30"
115275,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","aop.xml aspect include","2005-11-16 03:17:43"
69459,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Hiding of Instance Methods by static methods","2004-10-21 04:32:00"
99228,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","[generics][itds] ITD of a field into a generic class","2005-06-14 12:04:27"
120916,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","test suite failures on jrockit 1.5.0_03 with RC 1","2005-12-16 10:14:54"
231478,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Generic aspects and changing bounds in a hierarchy","2008-05-11 22:01:36"
436531,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE MethodParameters.dump","2014-06-17 18:07:21"
43033,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Compiler crash in ajc head (post 1.1.1 rc1) on erroneous program","2012-04-03 16:06:07"
252198,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Around advice on Initialization of Fields in Interfaces: ClassFormatError: around body has illegal modifiers: 0x101A","2008-10-30 15:13:21"
324804,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NullPointerException at AspectJElementHierarchy.java:677","2010-09-09 12:24:56"
489596,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","upgrade jdt to mars.2","2016-03-14 16:47:57"
83894,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[incr-comp] incremental: output weave times & files woven & heuristics","2008-06-09 23:09:10"
139936,"AspectJ","LTWeaving","matthew_webster","RESOLVED","FIXED","[ltw] WeavingAdaptor.generatedClassesExist() cannot cope with additional class weaving","2006-06-19 08:49:32"
194314,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[plan] [weaving] LocalVariableTable not updated for statically woven around advice","2009-01-29 16:38:41"
268710,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","unhelpful/unnecessary error for a generic aspect","2009-03-16 14:40:17"
353936,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","LocalVariableTable is incorrect for methods that are advised by 'before' advice","2011-08-05 12:41:42"
93356,"AspectJ","Compiler","disabled","RESOLVED","FIXED","Pointcuts with Varargs","2005-08-18 04:02:36"
118337,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Use weaver's ClassLoader not the usingClassLoader in 1.5 factory","2005-11-29 14:40:54"
149071,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[itds] Improper visibility of ITD in nested inner type","2006-10-04 03:06:00"
220255,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","AJDT build goes into an infinite loop","2008-02-25 20:12:15"
289816,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Potentially unclosed stream in org.aspectj.weaver.bcel.BcelWorld","2012-04-03 15:51:21"
404594,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Assertion failed at ResolvedType.java:614","2013-04-01 18:30:33"
72150,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","AJC possible bug with static nested classes","2004-10-21 04:33:06"
104042,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","NPE in CVS HEAD","2005-07-27 13:26:26"
124105,"AspectJ","Compiler","aclement","RESOLVED","FIXED","-XhasMember doesn't appear to work well with types in packages","2006-01-17 11:53:23"
158205,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","NullPointerException when weaving with bootstrap agent","2012-04-03 16:16:24"
243192,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ClassGenException after upgrade from 1.6.0 to 1.6.1","2008-08-19 11:44:28"
82062,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","WeaveMessage should provide more information","2012-04-17 10:26:16"
109042,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","parameter ajc_aroundclosure is never read","2005-09-08 10:09:45"
134371,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ClassCastException in AjState.recordClassFile()","2012-04-03 16:15:10"
260751,"AspectJ","Runtime","aspectj-inbox","RESOLVED","FIXED","java.lang.StringIndexOutOfBoundsException","2009-01-12 16:35:26"
338175,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[itit] Compiler crash for Duplicate Nested ITIT","2011-03-30 15:08:12"
55132,"AspectJ","Ant","wes","RESOLVED","FIXED","Test harness ignores dir-changes on inc-compile","2004-03-30 19:55:57"
146071,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","Building too frequently","2009-03-31 19:32:03"
209011,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE in compiler run","2008-01-22 12:27:34"
377096,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","BCException in recordClassFile","2014-08-11 11:44:42"
99119,"AspectJ","Docs","adrian.colyer","RESOLVED","FIXED","Broken links on AspectJ Website","2005-09-01 09:58:31"
120693,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Contribution: More Efficient Lint Warnings: ~15% Performance Increase","2012-04-03 15:58:26"
152848,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","IllegalStateException thrown: Expecting raw type","2006-09-25 09:53:12"
75568,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","ajc changes classfile timestamps even if compilation fails (regression)","2004-10-21 04:32:26"
129192,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","org.aspectj.weaver.BCException","2006-03-13 03:26:35"
164356,"AspectJ","AJDoc","aspectj-inbox","RESOLVED","FIXED","[ajdoc] specific order between the description and a simple comment required","2008-03-19 20:12:54"
138384,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","java.lang.ClassFormatError: Invalid method Code length  83071 in class file org/eclipse/jdt/internal/compiler/impl/Constant","2007-03-09 05:42:10"
186884,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Unhandled Kind of New Exception when have advice for Pointcut call(Throwable+.new(..))","2008-09-30 18:55:55"
352389,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","overweaving can attribute duplicate attributes, one of which will not deserialize correctly","2016-02-22 06:26:15"
148786,"AspectJ","Compiler","aclement","RESOLVED","FIXED","new array construction join point can fail for freaky array constructors","2006-06-27 07:31:30"
219818,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","LTWeaving with Jacorb. Corba exception around advice","2008-06-13 22:38:05"
288274,"AspectJ","Testing","aspectj-inbox","RESOLVED","FIXED","Unclosed streams in FileUtilTest","2012-04-17 16:52:15"
398307,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","java.lang.ClassNotFoundException: E not found - unable to determine URL","2013-12-12 23:18:38"
103300,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","org.aspectj.weaver.BCException: malformed org.aspectj.weaver.PointcutDeclaration attribute java.io.EOFException","2008-03-31 14:18:39"
156962,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[annotations] Problems with @Deprecated in member signatures","2012-04-03 16:05:19"
240360,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","Build not weaving with errors in project","2008-07-17 16:08:09"
313936,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ensuring -xmlConfigured set automatically when compile kicked off from AJDT","2010-05-21 13:55:33"
80249,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Order of types passed to compiler determines weaving behavior","2004-12-06 12:31:32"
108889,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","BCE Exception while adding ""AspectJ nature"" to Java project (ResolvedType.java:1500)","2005-10-28 07:00:54"
133117,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Lots of warnings with noGuardForLazyTjp","2012-04-03 16:18:44"
170102,"AspectJ","Ant","aspectj-inbox","RESOLVED","FIXED","iajc Ant task doesn't support all warn options","2007-10-10 10:22:08"
259279,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Repetitive method when certain compilation order","2008-12-18 13:46:32"
336745,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","incorrect signatures for generic ITDs","2011-02-10 17:55:44"
54622,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Incremental support ignores resources","2004-10-21 04:31:39"
88606,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Parameterized types on introduced fields not correctly recognized","2005-05-09 03:21:21"
145442,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","The line number is missing for an advised class.","2006-10-04 03:06:23"
206513,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","proceed() cannot be cast within parameterized Aspect","2008-06-11 17:58:45"
277508,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Unstable Method Names When Recompiling","2009-06-11 20:13:25"
374745,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Performance regression in 1.6.12","2012-04-03 14:20:27"
67578,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Privileged Aspect Access Problem Across Packages","2004-10-21 04:31:07"
98646,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","parser cannot parse varargs correctly","2005-09-27 09:28:38"
152388,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","NPE in MessageUtil.addExtraSourceLocations","2006-08-08 09:47:59"
74952,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","before,after !(cflow(within(Trace*))) prints nothing","2004-10-22 06:43:23"
107299,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","-aspectpath -inpath arguments fail without drive letter","2005-10-28 09:21:40"
128618,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[incremental] XLint warnings in the wrong place with incremental compilation","2012-04-03 14:24:53"
163802,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Compilation error","2008-03-20 21:44:08"
59440,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","NPE when binary weaving a ctor ITD.","2004-04-23 09:27:58"
92489,"AspectJ","Compiler","disabled","RESOLVED","FIXED","Static imports do not compile -- event for java files","2005-08-25 04:01:33"
148644,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[plan] [weaving] Around advice on ""new Integer()"" within an interface results in runtime exception","2008-10-30 18:17:04"
71391,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","Specify context collecting behavior for this, target and args pointcuts","2004-10-21 04:30:48"
456003,"AspectJ","Library","aspectj-inbox","RESOLVED","FIXED","BUG - Use of Wrong Operator in String Comparison - WildAnnotationTypePattern.java","2015-01-07 19:36:06"
78954,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Compiler cannot cope with 4000 jars on the classpath","2004-11-23 11:00:49"
108712,"AspectJ","Docs","adrian.colyer","RESOLVED","FIXED","Printable.html version of doc's not distributed in M3a","2005-10-15 02:49:29"
168982,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Produce an error on generic concrete @Aspect aspect","2008-06-11 18:30:29"
258325,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","[build] compiler invokers need to know list of class files being written out","2008-12-14 11:50:59"
29766,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","StructureViewRenderers not receiving update after succesful build","2003-08-28 08:03:06"
53999,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","""can't bind type"" message has $ for . in type name for declare soft","2004-10-21 04:31:17"
87282,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Compilation error on generic member introduction","2005-05-09 03:21:00"
145086,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE when weak reference set in signature","2012-04-03 15:34:49"
274559,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Compile exception when not using debug info","2009-06-04 14:10:35"
64568,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Wildcarding in ITDs needs clearer compiler error message.","2005-08-19 08:03:16"
98281,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Structure model from incremental build shows all relationships coming from injars","2006-02-21 10:41:23"
120351,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","cflowbelow issue when binding, in @AJ","2005-12-12 05:47:51"
151978,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[3.2compiler] Generics program fails to compile","2008-04-23 16:00:11"
296484,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[annotations] performance problem with @annotation(x) context extraction.","2009-12-01 15:33:45"
431761,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Update iajc ant task to allow 1.8 compliance","2014-04-04 15:05:11"
42573,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED",".lst file entries not resolved relative to list file: {boot}classpath, extdirs,","2004-10-21 04:30:54"
74238,"AspectJ","Compiler","matthew_webster","RESOLVED","FIXED","Applet which uses cflow pointcut gets AccessControlException","2004-10-21 04:31:16"
106554,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Problem in staticinitialization with pertypewithin aspect","2005-09-14 03:05:55"
126496,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Required cast marked as unnecessary.","2006-03-07 12:01:23"
162539,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NullPointerException when pointcut library missing @aspect annotion","2007-11-19 11:38:22"
249551,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","[incremental] Can't run AJDT tests on windows machines because of lock on file not being removed","2008-10-02 22:47:06"
484941,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE AnnotationDiscoveryVisitor","2016-01-05 16:09:23"
83630,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","@AJ sybtax","2005-05-20 05:23:45"
112027,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","unexpected error unboundFormalInPC","2005-10-20 10:30:01"
138215,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Reference pointcut fails inside @DeclareWarning","2007-07-29 09:19:36"
184447,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","AjLookupEnvironment.java:519","2008-03-21 14:14:52"
266165,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Minimal analysis of if pcds to see if a reference is simply to a constant boolean","2009-02-25 15:11:42"
349636,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","AspectJ reports ""abort trouble"" while instrumenting a class on startup","2011-10-03 18:47:45"
286341,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Incremental build failure: the parameter is not bound in [all branches of] pointcut","2009-09-04 21:43:45"
389752,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","declare parents & @type not matching on annotation properties of enum types","2012-09-20 12:23:26"
71159,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","pointcut call(MethodPattern) matches non-visible methods in parent class","2005-08-31 11:46:14"
237447,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","compiler error when calling a method of a member with a member of type ""generic<generic<sometype>>[ ]""","2008-06-18 13:19:26"
309710,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Unnecessary full builds occurring after changing 1 java file","2010-06-04 13:55:48"
449401,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","thisAspectInstance compile problem with -1.8","2014-10-30 17:30:22"
132080,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","LTW concrete-aspect definitions not exposed to weaver","2006-10-05 06:54:25"
256937,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","[itd] getCorrespondingType(true) not returning fully qualified type","2008-11-28 15:45:18"
86763,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","NPE on incremental compile in 022505 developer build","2005-04-21 03:55:50"
272233,"AspectJ","Compiler","tools.pmc-inbox","RESOLVED","FIXED","AspectJ Internal Compiler Error-BCException for generic type array in pointcut","2009-04-30 16:46:49"
64238,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Regression or change of language definition when compiling aspect","2006-05-30 04:15:59"
119570,"AspectJ","Compiler","aclement","RESOLVED","FIXED","spurious override method warning, failure of declare-parents in subaspect","2005-12-13 11:40:56"
151673,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Incorrect weaving of after returning when 'input' bytecode is of a strange form","2006-07-31 03:31:34"
293457,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE on multiple declare @methods","2009-11-26 18:29:57"
430684,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","""ajc -help"" doesn't mention the 1.8 compliance level","2014-04-02 14:39:10"
73504,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Weaving into a JAR file causes an ClassFormat exception","2005-09-24 05:57:44"
125810,"AspectJ","Compiler","hlhawkins","RESOLVED","FIXED","Missing error when inherited abstract pointcut not made concrete in sub-@aspect","2012-04-03 16:00:40"
247742,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Addressing incompatibilities between JDT and AspectJ element handles","2008-09-30 16:39:03"
476245,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Issue Resolving Type with Java 8 Lambda Functions","2015-09-04 16:34:25"
83380,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","'enum' should not be used as an identifier","2005-01-25 15:23:21"
111738,"AspectJ","Library","aclement","RESOLVED","FIXED","contents of weaver5 project are not in the aspectjsrc.jar","2012-04-03 15:52:03"
176811,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Incremental Compilation Failure","2008-03-24 17:23:15"
265418,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[matching] Subtype varargs type pattern is broken","2009-02-19 16:06:33"
347684,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[enh request] Support for int values in annotation value bindings","2011-06-07 14:02:40"
33948,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","inter-type no-arg constructor declaration conflict with compiler-generated constructor","2004-03-03 11:42:48"
92048,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","matching annotation on method params doesn't work with type parameters","2005-08-19 15:47:54"
148409,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","[generics] ClassCastException in UnresolvedType.java:348","2006-07-19 09:47:31"
154332,"AspectJ","Compiler","aclement","RESOLVED","FIXED","[annotations] Incorrect handling of java.lang annotations when matching","2006-08-18 04:18:18"
308093,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","incremental build problem when mixing up ITDs and declare parents","2010-04-16 13:10:14"
444398,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Abstract aspect hierarchy and annotation style leads to NPE","2014-09-17 13:54:18"
131109,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","Source line info from ajde for binary weaving","2006-09-12 05:45:12"
166580,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","Multiple Output Paths trigger Full Rebuild Always","2007-10-10 10:22:05"
329111,"AspectJ","AJBrowser","aspectj-inbox","RESOLVED","FIXED","[handles] Handle problem when declares share a counter","2010-10-31 13:31:24"
29186,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","ajc -emacssym chokes on pointcut that includes an intertype method","2003-01-14 16:43:59"
270033,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[incremental] Incremental compilation with aspects on an incoming classpath/aspectpath","2009-03-26 00:34:31"
95992,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Problems resolving type name inside generic class","2005-08-31 09:48:00"
119418,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","Create a new Quick Reference document for AspectJ 5","2005-12-20 09:33:22"
417041,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","VerifyError Bad Return Type around/generics/switch","2013-12-06 13:44:23"
41385,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","add import declarations to asm's containment hierarchy","2003-08-28 08:04:24"
104957,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","NullPointerException when running ajc on gij","2005-09-22 10:53:06"
125475,"AspectJ","Compiler","aclement","RESOLVED","FIXED","[@AspectJ] ajc cannot compile empty @Pointcut","2006-02-10 08:41:45"
160167,"AspectJ","Ant","aspectj-inbox","RESOLVED","FIXED","NPE when using crossrefs option for iajc ant task","2007-10-25 05:29:16"
246125,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[plan] [split] Split matching and weaving","2009-02-16 11:30:20"
474165,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Annotation on introduced interface through declareparents causes AspectJ compiler error","2015-08-11 13:25:29"
110906,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Varargs doesnt work for ITD'd methods","2005-10-04 12:20:52"
136585,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NullPointerException in PerObjectInterfaceTypeMunger.java:33","2006-06-05 04:39:05"
175039,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ArrayIndexOutOfBoundException Bug with Nested Type in TypeParameters","2012-04-03 16:05:24"
264625,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Automatic maven repo synchronization","2009-06-18 12:53:11"
343051,"AspectJ","Runtime","aspectj-inbox","RESOLVED","FIXED","IllegalAccessError to double nested class","2011-04-26 12:32:11"
32457,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","performance improvements via fastmatch","2012-04-03 15:45:56"
148219,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Wrong warning is reported","2006-08-09 09:14:56"
211674,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[ataspectj] after throwing annotation style is too sensitive to parameter positions","2009-01-06 12:09:53"
283870,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Missing handle identifier count when there is an ITD field and a method of the same name.","2009-07-17 17:27:57"
387444,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Softening exception in try-with-resources","2012-08-23 15:30:53"
39952,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","link to past slides is broken","2004-03-19 09:46:36"
305788,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","Exception was thrown when I saved a file in Eclipse","2010-06-18 02:44:49"
440983,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Attribute RuntimeInvisibleTypeAnnotations is not supported","2014-08-07 12:53:28"
76374,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Problem with declare parents when using non-public classes","2005-09-21 12:50:48"
108099,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Binary weaving ITDs (including generic ones) #1","2005-10-03 13:02:56"
129704,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","BCException","2006-05-12 06:39:28"
165787,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ResolvedType.java:695 ArrayIndexOutOfBoundsException, crash when refreshing externally modified file","2008-09-30 15:37:57"
255421,"AspectJ","AJDoc","aspectj-inbox","RESOLVED","FIXED","Incorrect stub file generated when using ExtendedStringLiterals","2009-05-14 15:06:35"
327867,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","AspectJ should by default ignore methods with a ""synthetic"" modifier label or the method modifier pattern should support it.","2011-05-02 15:40:11"
28974,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Compiler error when introducing a ""final"" field","2003-01-14 14:30:16"
51322,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Introduce Unknown Type to class causes Null pointer exception","2004-03-15 17:43:09"
84333,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","BCException: Bad type name: TypeX.nameToSignature(TypeX.java:635)","2005-03-24 11:38:05"
113073,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","weaveinfo messages not reported if applying declare @method on an ITD'd method","2012-04-03 15:51:35"
141564,"AspectJ","Compiler","hlhawkins","RESOLVED","FIXED","list of messages in MessageHandler doesn't get cleared","2006-08-25 11:01:32"
196546,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[generics]Wrong handling of generics when weaving","2008-06-09 23:16:29"
269578,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Resource deletion in source folder on full build when source and output folders are the same.","2009-03-20 21:39:37"
357012,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","unable to specify class annotation value constraint","2011-09-08 11:46:49"
119019,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[waiting-on-build] NPE when a protected method is called within an ITD","2012-04-03 14:24:07"
149560,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[@AspectJ] Incorrect weaving of static initialization join point","2006-08-23 06:04:04"
222360,"AspectJ","Library","aspectj-inbox","RESOLVED","FIXED","NullPointerException while weaving around advice with JDT","2008-12-16 16:04:02"
408721,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","java.util.ConcurrentModificationException when multiple threads enter the weaver","2013-06-26 18:08:38"
72531,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","declare warning warns at wrong points","2004-10-21 04:32:34"
104229,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Pointcut does not find joinpoint from within anonmous class","2005-09-27 08:54:48"
125027,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","declare errors and warnings do not have their end position set correctly","2012-04-03 15:47:55"
